2	3	4	5	10	20	50	100	200	500	1000	2000	5000
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
0.0	null	null	null	null	null	null	null	null	null	null	null	null
